,invitation_code,qt1,qt2,qt3,qt4,qt5,qf1,qf2,qf3,qf4,qd1,qd2,qd3,qd4,qb1,qb2,qb3,qb4,qb5,qp1,qp2,qp3,qp4,qc1,qc2,qc3,qc4,cz,sdr,cf,ep,er,education_name,gender_name,stage_name,study,responsibility_name,stage_work_resp,industry_name,no_emp,age_name,country_name,area,Trust,Resilience,Diversity,Belief,Perfection,Collaboration,Comfort Zone,Innovation Zone,BII Score,school_name,before_after
61,pre-bmoe-f19-1,3,5,2,5,3,5,5,5,5,2,3,3,4,5,5,5,4,4,2,5,2,4,5,4,4,3,3,5,3,4,2,Some College,Male,Still in school,Business Management & Adminsistration,,,,,Under 29,United States of America (USA),94704.0,3.625000000000001,10.0,5.5,9.174999999999999,8.03125,6.625,7.0,7.6000000000000005,7.222321428571428,Unknown,Before
62,pre-bmoe-f19-1,4,4,4,3,2,4,1,5,4,3,4,5,5,5,5,5,4,4,2,4,2,5,5,5,5,4,2,4,4,2,2,Some College,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),408.0,6.699999999999999,6.0625,8.59375,9.174999999999999,8.03125,8.59375,4.0,4.75,7.415178571428571,CAL,Before
63,pre-bmoe-f19-1,5,3,5,2,1,5,5,3,5,5,5,2,5,4,4,4,5,5,2,5,2,4,5,5,5,4,2,5,1,3,3,PhD (or Beyond),Female,Middle of career,,Employee (Hourly or Salaried),Expert or Senior,,,Over 40,nan,,8.95,8.3125,7.46875,8.575,8.03125,8.59375,4.0,5.2,7.875892857142857,Unknown,Before
64,pre-bmoe-f19-1,2,5,3,3,1,5,5,5,5,5,5,5,5,4,4,4,4,5,4,5,2,4,5,4,3,2,3,5,3,5,2,Master's Degree (or Similar),Male,Recently started career,,Owner (or Self-Employed),,"Professional, Scientific, and Technical Services",6.0,Under 29,Greece,8572591969.0,5.6499999999999995,10.0,10.0,8.35,7.46875,4.9375,7.0,7.6000000000000005,7.715178571428572,Unknown,Before
65,pre-bmoe-f19-1,2,4,2,2,2,5,4,4,4,5,4,5,5,4,4,4,4,5,3,3,2,3,4,5,4,4,3,4,3,5,2,Master's Degree (or Similar),Male,Recently started career,,Employee (Hourly or Salaried),Entry Level,"Professional, Scientific, and Technical Services",17000.0,Under 29,Switzerland,41.0,5.6499999999999995,8.03125,9.15625,8.35,6.90625,8.03125,7.0,7.15,7.610714285714286,Unknown,Before
66,pre-bmoe-f19-1,5,3,4,2,2,5,5,4,5,5,5,5,5,5,4,4,4,4,3,2,1,3,4,5,3,2,2,4,3,5,3,Bachelor's Degree,Male,Still in school,Finance,,,,,Under 29,United States of America (USA),510.0,8.124999999999998,9.15625,10.0,7.975,8.03125,4.9375,4.0,4.75,7.567857142857143,CAL,Before
67,pre-bmoe-f19-1,4,4,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,5,5,5,2,5,3,5,5,Bachelor's Degree,Female,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),94085.0,7.524999999999999,10.0,10.0,10.0,3.8125,10.0,4.0,5.2,8.076785714285714,CAL,Before
68,pre-bmoe-f19-1,3,3,3,3,3,4,5,2,5,4,5,3,4,3,3,4,3,2,4,2,2,4,5,3,4,4,2,3,3,4,2,Bachelor's Degree,Male,Still in school,Business Management & Adminsistration,,,,,Under 29,United States of America (USA),510.0,5.5,7.1875,7.75,5.5,6.625,7.75,4.0,4.300000000000001,6.373214285714285,Unknown,Before
69,pre-bmoe-f19-1,3,3,3,4,3,2,2,2,3,4,5,2,4,2,3,3,3,2,3,4,2,4,4,5,3,2,1,4,3,3,1,Bachelor's Degree,Female,Still in school,"Health, Medical, & Social Sciences/Services",,,,,Under 29,United States of America (USA),916.0,4.9,3.53125,6.90625,4.675,7.46875,4.9375,1.0,2.35,4.966964285714285,CAL,Before
70,pre-bmoe-f19-1,4,5,4,4,2,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,3,3,5,5,4,5,3,5,3,4,3,Some College,Female,Still in school,Business Management & Adminsistration,,,,,Under 29,United States of America (USA),760.0,5.875000000000001,7.75,7.1875,7.75,5.5,9.71875,7.0,7.6000000000000005,7.340178571428572,CAL,Before
71,pre-bmoe-f19-1,3,4,4,4,2,5,5,4,5,5,4,4,5,4,4,4,4,4,4,3,2,3,4,4,4,4,1,4,3,1,3,Bachelor's Degree,Female,Still in school,Business Management & Adminsistration,,,,,Under 29,United States of America (USA),94506.0,5.5,9.15625,8.3125,7.75,6.625,7.75,1.0,2.35,6.777678571428572,CAL,Before
72,pre-bmoe-f19-1,2,4,5,5,4,5,5,5,5,5,2,1,5,5,2,5,5,2,5,1,5,2,5,5,5,4,2,4,3,5,3,Some College,Female,Still in school,Business Management & Adminsistration,,,,,Under 29,United States of America (USA),510.0,3.3249999999999993,10.0,4.09375,6.399999999999999,1.28125,8.59375,4.0,4.75,5.4919642857142845,CAL,Before
73,pre-bmoe-f19-1,3,3,4,2,2,5,5,5,5,5,4,5,5,4,4,5,5,3,4,4,2,2,4,5,4,3,3,5,3,5,5,Bachelor's Degree,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),94704.0,6.924999999999999,10.0,9.15625,7.975,6.625,6.625,7.0,7.6000000000000005,7.84375,CAL,Before
74,pre-bmoe-f19-1,2,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,2,5,3,2,1,Some College,Male,Still in school,Finance,,,,,29 to 40,United States of America (USA),510.0,2.6500000000000004,10.0,10.0,8.8,5.5,5.5,4.0,5.2,6.807142857142857,CAL,Before
75,pre-bmoe-f19-1,2,5,2,4,5,5,4,4,4,5,4,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,5,3,1,1,Some College,Male,Still in school,Finance,,,,,29 to 40,United States of America (USA),510.0,2.425,8.03125,8.875,7.15,5.5,5.5,4.0,5.2,6.097321428571428,CAL,Before
76,pre-bmoe-f19-1,3,4,4,2,3,5,5,5,5,5,5,5,4,5,5,5,3,5,2,1,2,1,5,4,4,4,1,5,3,4,4,Some College,Male,Still in school,Finance,,,,,Under 29,United States of America (USA),510.0,6.1,10.0,9.71875,9.549999999999999,6.0625,8.03125,1.0,2.8,7.466071428571429,Unknown,Before
77,pre-bmoe-f19-1,2,4,4,5,2,2,2,4,4,4,4,4,5,4,5,4,5,3,4,3,3,3,4,4,3,4,2,5,2,4,3,Bachelor's Degree,Female,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),94704.0,4.300000000000001,5.5,8.03125,7.975,5.21875,7.46875,4.0,5.2,6.2419642857142845,CAL,Before
78,pre-bmoe-f19-1,2,4,4,5,2,2,3,4,4,4,4,5,5,4,4,4,5,3,4,3,3,3,4,4,4,4,2,5,2,4,3,Bachelor's Degree,Female,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),94704.0,4.300000000000001,6.34375,8.875,7.375,5.21875,7.75,4.0,5.2,6.4375,CAL,Before
79,pre-bmoe-f19-1,3,3,4,2,2,4,5,4,5,4,4,5,5,5,5,4,4,4,3,4,2,3,5,4,4,4,2,4,3,4,2,Bachelor's Degree,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),94704.0,6.924999999999999,8.875,8.875,8.575,7.1875,8.03125,4.0,4.75,7.602678571428571,CAL,Before
80,pre-bmoe-f19-1,4,3,4,3,2,4,4,3,4,2,4,4,4,4,3,3,4,3,2,4,2,3,4,3,3,4,2,2,3,3,2,PhD (or Beyond),Male,Well into career,,Employee (Hourly or Salaried),Expert or Senior,"Professional, Scientific, and Technical Services",0.0,Over 40,Sweden,4622224.0,6.924999999999999,6.90625,7.1875,5.95,7.46875,7.1875,4.0,3.85,6.496428571428571,Unknown,Before
81,pre-bmoe-f19-1,2,4,4,3,2,4,4,3,4,4,3,3,4,4,4,3,3,4,4,3,2,2,3,5,3,4,2,4,3,5,2,Bachelor's Degree,Male,Still in school,Business Management & Adminsistration,,,,,Under 29,United States of America (USA),510.0,5.5,6.90625,6.0625,6.924999999999999,6.34375,7.46875,4.0,4.75,6.279464285714285,CAL,Before
82,pre-bmoe-f19-1,4,2,4,4,3,3,2,2,4,5,2,4,5,3,4,3,2,1,4,3,3,2,5,4,3,2,1,2,3,1,1,Some College,Female,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),94544.0,5.95,4.09375,6.625,4.675000000000001,4.9375,4.9375,1.0,1.4500000000000002,4.666964285714286,CAL,Before
83,pre-bmoe-f19-1,4,5,3,4,3,5,4,4,5,5,5,5,4,4,4,3,4,4,4,1,3,3,5,4,4,2,2,4,3,4,2,Bachelor's Degree,Female,Still in school,Finance,,,,,Under 29,United States of America (USA),94704.0,5.05,8.3125,9.71875,7.15,4.65625,5.21875,4.0,4.75,6.408035714285714,Unknown,Before
84,pre-bmoe-f19-1,3,4,3,4,2,5,5,4,5,5,3,3,5,2,4,3,2,3,4,2,2,3,4,5,5,4,1,4,4,3,1,Some College,Female,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),94704.0,5.275,9.15625,6.625,5.6499999999999995,6.34375,8.3125,1.0,2.35,6.244642857142857,CAL,Before
85,pre-bmoe-f19-1,4,4,4,3,2,4,4,4,5,5,5,5,5,3,4,4,3,3,4,4,4,3,3,3,2,2,2,4,3,4,4,,,Still in school,,,,,,,nan,,6.699999999999999,8.03125,10.0,6.699999999999999,4.09375,3.8125,4.0,4.75,6.298214285714287,Unknown,Before
86,pre-bmoe-f19-1,4,4,4,3,2,5,5,4,5,5,5,5,5,4,5,4,4,4,3,3,3,3,4,4,4,4,2,3,2,3,1,High School Degree (or Less),Female,Still in school,Business Management & Adminsistration,,,,,Under 29,"Korea, Republic of (South Korea)",,6.699999999999999,9.15625,10.0,8.35,5.5,7.75,4.0,4.300000000000001,7.393749999999999,Unknown,Before
87,pre-bmoe-f19-1,3,3,3,4,3,4,5,3,4,4,3,3,4,4,4,3,3,4,4,2,3,4,3,4,3,3,2,3,4,3,3,Some College,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,"Korea, Republic of (South Korea)",82.0,4.9,7.75,6.0625,6.924999999999999,5.21875,5.78125,4.0,4.300000000000001,5.848214285714286,Unknown,Before
88,pre-bmoe-f19-1,4,5,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,1,5,5,5,5,4,5,3,5,4,Some College,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),94720.0,5.875000000000001,10.0,10.0,10.0,4.09375,10.0,10.0,10.0,8.566964285714286,CAL,Before
89,pre-bmoe-f19-1,3,4,4,4,2,5,4,4,5,5,5,5,5,5,5,4,4,5,5,3,4,2,4,5,5,3,1,5,3,5,4,Bachelor's Degree,Female,Still in school,Business Management & Adminsistration,,,,,Under 29,United States of America (USA),91773.0,5.5,8.3125,10.0,9.174999999999999,3.25,6.90625,1.0,2.8,6.5633928571428575,CAL,Before
90,pre-bmoe-f19-1,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,Some College,Female,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,nan,,6.1,5.5,5.5,5.5,5.5,5.5,4.0,4.300000000000001,5.414285714285714,Unknown,Before
91,pre-bmoe-f19-1,2,5,2,3,2,3,3,3,4,4,4,2,5,4,4,3,4,4,4,4,2,3,4,4,4,4,1,3,3,2,2,Some College,Female,Still in school,Business Management & Adminsistration,,,,,Under 29,United States of America (USA),95116.0,4.825,5.78125,6.34375,7.15,6.90625,7.75,1.0,1.9000000000000001,5.808035714285714,CAL,Before
92,pre-bmoe-f19-1,3,3,3,2,2,4,3,4,4,4,3,4,4,5,5,5,5,5,4,3,3,3,3,4,3,3,1,5,3,5,5,Some College,Male,Still in school,"Health, Medical, & Social Sciences/Services",,,,,Under 29,United States of America (USA),95307.0,6.699999999999999,6.90625,6.90625,10.0,5.21875,5.78125,1.0,2.8,6.330357142857143,Unknown,Before
93,pre-bmoe-f19-1,4,3,4,3,1,5,5,4,5,5,4,4,4,5,5,4,4,5,4,2,2,3,5,5,5,5,2,4,5,5,2,Bachelor's Degree,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),94720.0,7.524999999999999,9.15625,8.03125,9.174999999999999,6.34375,10.0,4.0,4.75,7.854464285714285,CAL,Before
94,pre-bmoe-f19-1,2,3,1,4,4,4,5,4,5,5,5,5,5,4,5,4,5,4,5,2,3,3,5,5,5,5,2,4,2,4,3,Some College,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),94704.0,3.25,8.875,10.0,8.575,4.65625,10.0,4.0,4.75,7.158035714285715,CAL,Before
95,pre-bmoe-f19-1,4,4,4,2,2,5,5,5,5,4,5,5,5,4,5,5,5,4,3,2,3,4,5,5,5,4,3,4,5,5,3,Some College,Male,Still in school,Finance,,,,,Under 29,United States of America (USA),94709.0,7.299999999999999,10.0,9.71875,9.174999999999999,5.5,8.59375,7.0,7.15,8.205357142857142,CAL,Before
96,pre-bmoe-f19-1,3,3,3,2,1,4,5,4,4,5,5,5,5,4,5,5,5,4,3,4,3,3,4,4,4,4,2,3,4,4,3,Master's Degree (or Similar),Female,Recently started career,,Owner (or Self-Employed),,"Arts, Entertainment, and Recreation",0.0,29 to 40,Sweden,12136.0,7.299999999999999,8.59375,10.0,9.174999999999999,5.78125,7.75,4.0,4.300000000000001,7.557142857142857,Unknown,Before
97,pre-bmoe-f19-1,2,5,3,2,4,5,4,2,5,5,5,2,4,4,3,2,4,4,1,4,2,4,4,4,4,4,2,4,4,5,2,Master's Degree (or Similar),Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,Finland,358.0,4.449999999999999,6.625,7.1875,5.95,8.03125,7.75,4.0,4.75,6.391964285714287,Unknown,Before
98,pre-bmoe-f19-1,4,5,3,3,2,5,4,4,4,5,3,2,2,4,4,3,2,3,4,3,4,1,5,3,4,2,2,4,2,5,4,Bachelor's Degree,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),95135.0,6.249999999999999,8.03125,4.9375,6.1,3.25,4.9375,4.0,4.75,5.465178571428572,CAL,Before
99,pre-bmoe-f19-1,2,5,2,4,3,5,4,3,4,3,5,4,5,3,3,4,4,5,3,4,2,3,4,5,3,1,4,3,3,3,1,Some College,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),94704.0,3.625000000000001,7.1875,8.59375,7.525,7.1875,3.53125,10.0,9.1,6.678571428571429,CAL,Before
100,pre-bmoe-f19-1,3,4,5,4,3,5,4,4,4,5,4,4,5,2,4,3,3,4,2,4,2,3,5,5,5,4,2,4,4,4,3,Bachelor's Degree,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),408.0,5.124999999999999,8.03125,8.3125,6.474999999999999,7.46875,8.59375,4.0,4.75,6.965178571428571,CAL,Before
101,pre-bmoe-f19-1,4,2,4,3,2,4,4,3,4,4,3,3,4,3,3,3,3,3,4,3,3,2,5,5,4,4,2,4,2,2,1,Some College,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),510.0,7.15,6.90625,6.0625,5.5,4.9375,8.3125,4.0,4.75,6.23125,CAL,Before
102,pre-bmoe-f19-1,4,2,4,3,2,5,4,4,5,4,3,2,5,4,3,4,2,3,4,3,4,3,4,5,4,2,2,3,4,3,2,Some College,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),95014.0,7.15,8.3125,5.5,6.1,3.8125,5.21875,4.0,4.300000000000001,5.770535714285714,CAL,Before
103,pre-bmoe-f19-1,4,4,4,1,2,5,5,4,4,4,2,5,5,2,3,4,2,4,4,5,2,4,5,4,3,4,3,5,3,2,1,Some College,Female,Still in school,Arts & Humanities,,,,,Under 29,United States of America (USA),94080.0,7.899999999999999,8.875,7.1875,6.249999999999999,7.46875,7.75,7.0,7.6000000000000005,7.575892857142857,CAL,Before
104,pre-bmoe-f19-1,2,4,2,4,3,5,4,5,5,5,4,5,5,5,4,4,4,4,4,2,3,4,4,5,4,4,2,4,3,4,1,Some College,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),510.0,3.8499999999999996,9.15625,9.15625,7.975,5.21875,8.03125,4.0,4.75,6.876785714285715,CAL,Before
105,pre-bmoe-f19-1,3,4,3,5,3,4,4,4,5,4,3,3,4,4,5,5,4,3,2,4,2,5,5,4,4,4,2,3,4,5,4,Bachelor's Degree,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),510.0,4.075,8.03125,6.0625,8.35,8.03125,8.03125,4.0,4.300000000000001,6.697321428571429,CAL,Before
106,pre-bmoe-f19-1,4,4,4,2,2,4,4,4,4,4,2,4,5,3,3,2,3,4,4,1,5,2,4,4,3,4,2,4,3,4,1,Bachelor's Degree,Female,Still in school,"Health, Medical, & Social Sciences/Services",,,,,Under 29,United States of America (USA),510.0,7.299999999999999,7.75,6.34375,5.5,1.5625,7.46875,4.0,4.75,5.810714285714285,CAL,Before
107,pre-bmoe-f19-1,4,4,4,4,3,3,2,3,4,5,2,4,5,3,4,3,2,1,4,3,3,3,3,4,3,3,1,3,3,1,1,,,,,,,,,,nan,,5.5,4.9375,6.625,4.675000000000001,5.21875,5.78125,1.0,1.9000000000000001,4.948214285714286,Unknown,Before
108,pre-bmoe-f19-1,4,5,4,4,3,4,4,2,4,4,4,2,3,3,4,4,4,3,4,3,2,2,4,4,4,2,1,2,2,2,2,Some College,Female,Still in school,"Health, Medical, & Social Sciences/Services",,,,,Under 29,United States of America (USA),94582.0,5.275,6.0625,5.78125,6.925000000000001,6.34375,4.9375,1.0,1.4500000000000002,5.253571428571428,CAL,Before
109,pre-bmoe-f19-1,2,5,5,1,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,5,1,5,5,1,5,3,4,3,5,5,Some College,Male,Recently started career,,Owner (or Self-Employed),,Construction,3.0,29 to 40,United States of America (USA),512.0,7.299999999999999,10.0,9.15625,10.0,1.0,8.875,7.0,7.15,7.640178571428571,Unknown,Before
110,pre-bmoe-f19-1,5,4,4,2,1,5,5,3,5,5,3,5,5,5,3,5,3,5,2,2,2,2,4,5,4,4,2,4,3,5,1,Some College,Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),,8.5,8.3125,8.3125,8.35,6.625,8.03125,4.0,4.75,7.554464285714286,CAL,Before
111,pre-bmoe-f19-1,2,3,3,4,1,5,5,1,5,5,5,5,3,5,3,5,1,3,3,4,2,5,2,4,4,4,2,3,5,5,1,Bachelor's Degree,Male,Recently started career,,Employee (Hourly or Salaried),Entry Level,"Arts, Entertainment, and Recreation",,Under 29,China,94538.0,5.5,6.625,9.4375,6.699999999999999,7.75,7.1875,4.0,4.300000000000001,6.785714285714286,CAL,Before
112,pre-bmoe-f19-1,3,3,3,3,3,3,3,2,4,4,3,3,3,3,3,3,3,4,4,2,4,2,4,3,3,3,2,3,3,3,3,High School Degree (or Less),Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),95670.0,5.5,4.9375,5.78125,6.1,3.25,5.78125,4.0,4.300000000000001,5.0928571428571425,CAL,Before
113,pre-bmoe-f19-1,1,1,1,1,3,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,,,Recently started career,,,,,,,nan,,5.5,2.125,1.84375,1.5999999999999996,8.03125,2.6875,4.0,3.85,3.6625,Unknown,Before
114,pre-bmoe-f19-1,4,3,4,5,2,5,5,4,4,5,4,5,5,4,5,4,4,5,2,2,2,1,5,4,4,4,3,4,3,4,3,High School Degree (or Less),Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),949.0,5.725,8.875,9.15625,8.95,6.34375,8.03125,7.0,7.15,7.747321428571428,CAL,Before
115,pre-bmoe-f19-1,3,4,4,3,3,4,2,3,2,4,3,2,4,3,4,2,3,3,4,3,2,2,1,2,3,2,2,2,3,3,1,Some College,Female,Still in school,"Health, Medical, & Social Sciences/Services",,,,,Under 29,United States of America (USA),94703.0,5.5,4.65625,5.21875,5.5,6.34375,3.25,4.0,3.85,4.902678571428572,CAL,Before
116,pre-bmoe-f19-1,2,5,4,2,2,5,5,5,5,4,5,5,5,5,5,5,4,2,4,5,2,2,4,5,4,3,3,5,3,5,4,Some College,Male,Still in school,Business Management & Adminsistration,,,,,Under 29,United States of America (USA),408.0,5.874999999999998,10.0,9.71875,7.975,6.90625,6.625,7.0,7.6000000000000005,7.814285714285715,CAL,Before
117,pre-bmoe-f19-1,4,2,5,2,1,5,5,5,5,5,4,5,5,5,5,4,5,5,1,5,1,5,5,5,4,2,3,4,3,5,4,Bachelor's Degree,Male,Still in school,Business Management & Adminsistration,,,,,Under 29,United States of America (USA),408.0,8.575,10.0,9.15625,9.4,10.0,5.5,7.0,7.15,8.540178571428571,CAL,Before
118,pre-bmoe-f19-1,3,4,4,2,2,5,5,4,5,4,4,3,4,3,3,3,3,2,5,2,3,3,4,4,4,4,2,2,2,3,1,High School Degree (or Less),Male,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),95670.0,6.699999999999999,9.15625,6.90625,4.9,4.65625,7.75,4.0,3.85,6.274107142857143,CAL,Before
119,pre-bmoe-f19-1,4,2,5,1,1,4,4,3,5,3,3,4,5,5,4,4,4,4,3,4,3,2,4,5,4,4,3,4,3,5,2,PhD (or Beyond),Male,Well into career,,Employee (Hourly or Salaried),Director,Educational Services,140.0,Over 40,Sweden,46.0,9.174999999999999,7.1875,6.90625,7.975,5.5,8.03125,7.0,7.15,7.417857142857143,Unknown,Before
120,pre-bmoe-f19-1,3,2,3,2,2,5,4,4,4,4,2,1,2,4,4,4,4,5,1,5,4,3,4,4,4,4,3,4,4,4,4,Master's Degree (or Similar),Female,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,Finland,358.0,6.925000000000001,8.03125,2.96875,8.35,5.21875,7.75,7.0,7.15,6.627678571428571,Unknown,Before
121,pre-bmoe-f19-1,4,4,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,4,4,3,2,3,3,4,4,Bachelor's Degree,Male,Recently started career,,Employee (Hourly or Salaried),Entry Level,"Professional, Scientific, and Technical Services",,Under 29,nan,,6.4750000000000005,7.46875,7.75,7.15,6.625,5.78125,4.0,4.300000000000001,6.507142857142858,Unknown,Before
122,pre-bmoe-f19-1,3,4,3,2,2,3,3,4,5,4,4,4,4,4,4,3,4,4,3,4,2,4,4,5,4,4,2,4,4,3,2,Bachelor's Degree,Female,Still in school,"Science, Technology, Engineering & Mathematics",,,,,Under 29,United States of America (USA),94704.0,6.4750000000000005,6.90625,7.75,7.15,7.46875,8.03125,4.0,4.75,6.933035714285714,CAL,Before
123,pre-bmoe-f19-1,3,3,4,1,2,5,5,3,4,4,3,3,4,3,4,4,3,3,4,4,3,4,5,4,4,4,3,4,2,5,2,Bachelor's Degree,Male,Recently started career,,Owner (or Self-Employed),,"Professional, Scientific, and Technical Services",4.0,Under 29,Malaysia,60.0,7.524999999999999,8.03125,6.0625,6.699999999999999,5.78125,8.03125,7.0,7.15,7.04017857142857,Unknown,Before
